01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
2010-07-29      8b0b20   1.4319e+04
2010-07-29 		 192c74   1.9758e+02
07/29/2010		   19340a 13246.18430361324
2010-07-29    5d80e7 	1.1198e+04
29. 07. 2010      2e0c87 	 1.3118e+03
07/29/2010  		 41c208  1.7487e+04
07/29/2010	 3655e9 1.8310e+02
07/29/2010 	 	  2107e4 	  1.8438e+04
2010-07-29     23c00b 		4.2465e+02
07/29/2010  	 0b2c26  11201.128742644602
29. 07. 2010 	    2a3129    6.8659e+02
2010-07-29  	   5ba955  745.957641891046
07/30/2010   	 360c33  1.6227e+04
07/30/2010 :	227909	1.0365e+04
30. 07. 2010 	: 367ab2	  1.1121e+04
30.07.2010  	863a06    1.8307e+04
07/30/2010  	     71ca91    1.1230e+04
2010-07-30  	    7913a3	  1.0118e+03
30.07.2010 	  : 		299444 	  1.3482e+04
30.07.2010    65ac5b    1.6145e+04
2010-07-31  699867  	1.6861e+03
31.07.2010 		6e5083   1.9052e+04
31. 07. 2010   801f43   703.7551934714486
31.07.2010   		68e6a5  	14320.819622596797
31. 07. 2010      7c7e26 	1.5542e+04
31.07.2010    	615b73  1.1463e+04
31. 07. 2010  	    378f2d 1.1784e+03
2010-07-31   	420983   1483.0220199813625
2010-07-31      7118ac   1.0270e+03
31. 07. 2010 			 	 	881e6a  2.0147e+02
2010-07-31     6cd8a0		 1.1243e+04
01. 08. 2010   	259cd7	  9.6782e+02
08/01/2010  098d05 	 125.89281622771126
2010-08-01     12b54f   7.3752e+02
2010-08-01	    	4179ba    1276.7625203254395
08/01/2010      66b6e5	2.1139e+02
2010-08-01 	   59c938 	 3.7616e+02
01. 08. 2010	   54f901 	1.5366e+04
01. 08. 2010      66ee32 1.0315e+04
2010-08-01    32b159 	6.8473e+02
08/02/2010   560579   1095.3718787645976
08/02/2010	   01c7a6  1.1291e+04
2010-08-02        79b2f3	  1.2960e+03
2010-08-02	   2e3f47 1.1804e+02
02.08.2010  	4b7c28	 769.2991841993294
08/02/2010        8f8740	   1.0507e+03
2010-08-02  47adc4  	3.2218e+02
08/02/2010     498354	1.1754e+04
02.08.2010      2dd1af 9.4044e+02
02. 08. 2010  7f6aea 1.4406e+04
2010-08-02	  2fb815  1.3801e+03
2010-08-03 :   5e0583	  1.3220e+04
2010-08-03   82eaf0   3.3527e+02
2010-08-03	  	  5237b9	  1.2979e+03
08/03/2010  	  	 41ee56 	  7.1735e+02
03. 08. 2010   	 		2f4a9a   	7.8924e+02
08/03/2010    665a2b 1.3770e+04
2010-08-03 		     12e613    1.0855e+04
2010-08-03  		  667169 	  759.1788674138047
08/03/2010       	683a12  5.9703e+02
03.08.2010   754c34	5.3821e+01
08/04/2010 	  2d4bb5   15739.59462016516
04. 08. 2010	    1307e2 	1.3068e+04
08/04/2010	     38be6e 1.1432e+04
04. 08. 2010     8847d6  1.5209e+03
2010-08-04	      	182365   1.9220e+04
04.08.2010 			 	7db882   5.6557e+02
2010-08-04 	   86c2b0 	15066.778564163533
04. 08. 2010  	   3c952f   2.9851e+01
08/04/2010     		 3a6310   1.5556e+04
08/04/2010      	 75eb32	  9.2288e+02
2010-08-04     618077  1.8397e+03
04. 08. 2010	  	 18d61d 1.1634e+03
2010-08-04   	 4f3ef9			1.3067e+04
2010-08-04  			1e4ce4 12913.945327137584
08/04/2010  		   8e6a55  	1.4440e+04
2010-08-05	  71ab71	1.0012e+03
05.08.2010   		566ce5	   1.4832e+04
05. 08. 2010	 	 836cf2		13830.732503420617
2010-08-05  6ebf46  	1.2298e+04
2010-08-05    	 	8e739b	8.5489e+02
2010-08-05	 	 :   44e8cb 	 19684.39481381325
05. 08. 2010  	   2c2086   	3.8029e+02
2010-08-05	  190c47    1.1031e+04
05. 08. 2010   		 6e7898 	 1.7226e+04
2010-08-05  	 38fae4 1.3299e+04
08/06/2010  		 3a8074  7.9730e+02
08/06/2010	   131d89 		 1.0177e+04
06. 08. 2010	    0236b6  18422.577654360506
2010-08-06   		  3b5533  6.2049e+02
2010-08-06  	 5b1f9c	 	 1.6442e+04
08/06/2010		  	3d6691  	1.8636e+04
06. 08. 2010     126928 1718.873886362042
06.08.2010	  572fd8    1.5392e+04
2010-08-06	 865d03    1.5443e+03
2010-08-06      477594	   1.4704e+04
06.08.2010		    67f78b   1051.0950185413078
06.08.2010     4df6a7   7.0432e+02
07.08.2010 	049dac  1.2094e+03
08/07/2010    	 940697 8.3610e+02
08/07/2010  871f0f  3.9702e+02
07.08.2010		    0069d3	   1.2699e+03
07.08.2010		   562d9f  9.2055e+02
08/07/2010  	  43980f  1.8229e+04
2010-08-07  	6956b9 1.3012e+04
07.08.2010  4a8df1 	  1.0909e+04
07.08.2010  	  227c36 9.0706e+02
2010-08-07 	  :	  2fb844 1.6145e+03
2010-08-07		90bc44  1.1048e+03
07.08.2010 	  			67cb02		8.6237e+02
2010-08-07 	  	 42deac  1.1751e+03
08. 08. 2010 	5d6b9a	1.2692e+04
2010-08-08 	 	   849dc8   6.8220e+02
2010-08-08     1a1ebe 1.0510e+04
08/08/2010 	     250732			1.0257e+04
08. 08. 2010      	633658 	 1.8321e+04
08. 08. 2010    53728e   6.5160e+02
08/08/2010 	   2779e0 1.0518e+03
2010-08-08      7c8d1e  	 1.3785e+04
08/08/2010  286562 	1.9552e+04
2010-08-08      85d53e  1.1417e+04
09.08.2010     	5e147f		 6.3410e+02
2010-08-09   	66a569    1.1666e+04
2010-08-09 		 0017ac   1.9393e+04
09. 08. 2010  		 5880b5  1.6661e+04
2010-08-09 	  		97a4dc  	 1.3398e+04
2010-08-09   	   6526e1 	  1.7662e+04
2010-08-09	  73b60d   	1.4536e+04
09. 08. 2010      	 23d358  3.2059e+02
09. 08. 2010	   97afa9		1.8141e+04
08/09/2010     58bff0   1.1089e+03
2010-08-09 	   28250d		 	797.2395235225903
2010-08-09  	 	1cc69a	  1.3699e+04
09.08.2010	  	 28627e  986.5913819040218
2010-08-09 	     3b2293 9.6080e+02
08/09/2010     129a4a 8.8926e+02
08/09/2010  	   3edb66 1.2656e+04
09.08.2010  	  3717b0  1.8240e+04
2010-08-09    5e6e2f  18236.40273474119
10. 08. 2010     	160a6f   1.2169e+04
2010-08-10	 7240f1  8.5074e+02
10.08.2010     0940a9 1.8560e+03
08/10/2010  :    719459	 	3.5793e+02
10. 08. 2010      5b1cbe  	 1.4716e+04
2010-08-10 				11a233    1.1312e+04
10. 08. 2010  		  38aaec   	17228.93054754096
2010-08-10   1a2989 	 1.2747e+04
2010-08-10       	6d1e6d 8.0428e+02
2010-08-10   		5f78e5  4.7247e+02
2010-08-10	  	 347e4d	 2.9508e+02
2010-08-10     2fc6b6 		1.4553e+03
2010-08-10     073773  453.1100025419309
11.08.2010    7e31b6 1.2704e+03
2010-08-11  5f3c9e	1.8193e+04
11. 08. 2010     9257b5  1.9803e+04
2010-08-11      86fab2	1.2537e+03
2010-08-11 	 	5e8a06 	408.9136199580772
2010-08-11 	  4c9304   4.8987e+01
2010-08-11   4dbfc4		  1.8677e+04
2010-08-11 	     185dfa	   6.2241e+02
2010-08-11      2d2c4d	   1.4513e+04
12.08.2010 	 	  2a1ba9	  14651.51902623172
2010-08-12     61219e   1430.6586140767236
2010-08-12      117697 1.2665e+04
2010-08-12  	 	  1ebc4d 14529.131133189268
12. 08. 2010   		  0eae12 	  1.9940e+04
08/12/2010   		3f24cd  2.1869e+02
2010-08-12   97677e  399.1392189113969
12.08.2010  	   2c4108	1001.7354856442689
2010-08-12		    	1f5f3d	1.9656e+04
08/12/2010		 	 	 0af3a1    1.4069e+03
2010-08-12    967afd 	1.3214e+04
2010-08-12  	    84f712    4.7647e+02
12.08.2010	 583966	  1.0174e+01
12. 08. 2010   	 45c50a  2.7965e+02
08/12/2010   	 28e631 1.0347e+04
2010-08-12     49db7c  1.4374e+03
2010-08-13        89d4a9   1.8355e+04
2010-08-13		11831f   	1.1754e+03
2010-08-13      039db2	12254.205090194504
08/13/2010	   8ecbf6  	1.5427e+03
13.08.2010    58a6e4	   1.5559e+04
08/13/2010     6fb536   12343.306936214287
2010-08-13     	8d5bc9	 1.1851e+04
2010-08-13 		  727dc9  	1.6049e+04
13. 08. 2010      90bffd	7.0919e+02
13. 08. 2010   : 	 3f4ca5	   995.0582460000139
08/14/2010      69c69d 3.9175e+02
08/14/2010   06069b 1.5300e+04
2010-08-14     2f3969 	659.3191717274531
08/14/2010	 		5ffe0e    7.0212e+02
2010-08-14       4bae7f 	3.8779e+01
08/14/2010     		81e499    1.1360e+03
2010-08-14  	 : 58c110  1.7599e+04
14. 08. 2010    03445b			19015.741554326556
14. 08. 2010  		 19e4b3	1.1363e+04
2010-08-14 	   74b718  1.1947e+02
2010-08-14      6e3838	1.2182e+03
08/14/2010    1b59e6		 1.6658e+04
14. 08. 2010       296216	 	1.5733e+04
2010-08-15     43aa5d 1.1029e+02
2010-08-15     09ca46 	  2.4741e+01
08/15/2010 		  5200fc   9.5735e+02
2010-08-15      52c71b 6.5597e+01
2010-08-15  	82d187  1.6617e+04
08/15/2010     457b7c  15683.233621500196
15.08.2010	    0bc3b5  1.3756e+04
2010-08-15       76c9de    1.4640e+04
2010-08-16  	  	  5570b6		  1.7704e+04
2010-08-16	     21620b	 1.2060e+04
16.08.2010  		 38d3a4 6.2492e+02
2010-08-16     746f6c	 15824.660194232989
16.08.2010 	 580575   1.5244e+04
2010-08-16	 	   50fe20 1.5458e+04
08/16/2010     7db8b5   6.4976e+02
2010-08-16   7de905    1.4783e+03
2010-08-16	  	   5d0ce3    1.5193e+04
2010-08-16    50bfc1 3.5741e+02
16.08.2010		  	   1cb1e7  	 4.6374e+02
2010-08-17 	   12ced0  1.9816e+04
08/17/2010	 	  	 046c16	 1.6864e+03
2010-08-17	     	 981f40	1.5844e+04
17.08.2010	 	729366	   4.1107e+01
2010-08-17    6c8fca	   1.8214e+04
17. 08. 2010   7e2672 	1.3716e+04
08/17/2010    	 7892ae 	1.2882e+04
08/17/2010   	   859a85    804.6508613896086
08/17/2010  :  	 2f4878    8.7408e+02
2010-08-17      05e378   1.2147e+04
2010-08-17    7d88b3  	1.9406e+04
2010-08-18		 38d179   1.6427e+04
08/18/2010 		  6333ff	  1.1280e+03
18. 08. 2010	  	 8a2e2b  6.8947e+02
18. 08. 2010	  509ec0  1.3551e+04
18. 08. 2010        45fe52  1.2112e+04
18. 08. 2010	  	 7c4f00   	1.5018e+04
2010-08-18   	  3508da  	 1.3939e+04
18. 08. 2010  839526 	 1.0165e+03
08/18/2010    		 2a0fce 12666.273277833028
2010-08-18  	 	 4b79cc 1.6836e+04
19.08.2010  	 8320e5 1.0382e+04
19. 08. 2010     198341  6.8466e+02
19.08.2010       	88c312 3.9422e+02
2010-08-19  22bb7d   12544.124236096868
19.08.2010    6b0b0b	   19159.57799400389
19. 08. 2010  :   7413f1		1.8441e+04
2010-08-19	  	 91f3f9  1.6509e+04
2010-08-19        6c3e72	448.8650755431336
2010-08-19		  1e3ed4    1.1465e+04
19.08.2010 	 	  34ec59		 1.1289e+04
2010-08-20    357cae 2.0926e+02
2010-08-20      554adb 	 	1.8658e+04
2010-08-20	    3220dc    1.5293e+04
20.08.2010	   :    7a3b50    1262.2618575414026
2010-08-20	    	4cf8db	   1.4654e+04
2010-08-20     600c77   13263.739124850585
2010-08-20	  	  2d9d73 19800.937649866864
20. 08. 2010  	 1bde4d  1.0354e+03
2010-08-20   554f07    1.2344e+03
20.08.2010   		 6553da 4.4973e+02
2010-08-21     2725b2  	1.3340e+04
08/21/2010		   	45d46f	 1.5175e+04
21.08.2010        76fe23 		808.3591436267733
2010-08-21	 	  597ccf 1.5994e+04
08/21/2010    	8bd9ae   1.9164e+04
2010-08-21	   	 0d9efe 10929.799248510122
2010-08-21   	  7ccfe9 	5.5020e+02
2010-08-21       1881ad    1.4943e+04
2010-08-22 	    930abc	   7.2730e+02
2010-08-22     35b76a    1136.58503279861
08/22/2010			 555bae 		 1.7846e+04
22.08.2010	   	 689fef	331.3137859328458
22. 08. 2010	  		8e78ff 			1.9719e+04
08/22/2010   5a0186   19291.10001582137
2010-08-22   6ad881	  2.3421e+02
22. 08. 2010 	   	904629  1.0183e+02
22.08.2010  66ba66		  1.3363e+04
08/22/2010    944bd9 6.8466e+02
22. 08. 2010 	    2e7c1d  11881.07021210434
23. 08. 2010  4a53ab 1.3596e+04
2010-08-23    	  876755  1.0164e+03
23. 08. 2010  	     8ef22e    14918.34825105637
2010-08-23	  	   3eb3de 1.9846e+04
23.08.2010		  69b8db    1180.613758959209
23. 08. 2010  :	 4bc34c  	1.0750e+04
2010-08-24  	  0653d5 17798.700110173268
24. 08. 2010  	  1b1f4f 1.6748e+04
08/24/2010   : 7e06c9   1.8499e+04
2010-08-24    498354	   8.6349e+02
24. 08. 2010   	  	1d0cd1	  1.7159e+04
2010-08-24    5b9f10    481.6848075295947
2010-08-24    729bf6    7.7621e+02
25. 08. 2010   76f26d   374.8595171451796
25.08.2010 	1a604b    1.0791e+04
25. 08. 2010   	 8893f2 1.5285e+03
25. 08. 2010	 93a6aa  1.9834e+04
2010-08-25	     50f35c 	  16323.906640526515
2010-08-25 :  7e934c 7.0885e+02
25.08.2010    367061 4.0242e+02
08/25/2010     6d9d11	   1.7572e+04
2010-08-25  14e5c6   1.9846e+04
08/25/2010   :	  328bcd	  1.9354e+02
25. 08. 2010 	     12d3da	   1.3502e+04
2010-08-26  		606fb8   8.4265e+01
08/26/2010     26b5ff  	1.7269e+04
08/26/2010   		 	 6e95de	 	1.0577e+04
08/26/2010   	 4cce4d 1.0463e+04
26. 08. 2010  	   8349fe   2.5421e+02
26. 08. 2010     	758f6d	   1.2879e+04
2010-08-26       056ae3	97.71599563474412
26.08.2010   		7425c0	  	1.6584e+04
26.08.2010    		 	185e7f 1.6356e+04
26. 08. 2010 	 875af5 	  4.5525e+02
26. 08. 2010 	 		   825729		621.0415337432208
2010-08-26     	0204b6	  	1.0651e+04
26.08.2010   		0e86d5    1.8680e+04
2010-08-26   1865fb   1.4155e+03
2010-08-27   	  5c1210 18992.68116514864
2010-08-27   	988431  1273.9371470348292
2010-08-27   	 1cb3fe 	  1.5332e+04
2010-08-27    	 0d8cf4 11210.571699610518
27. 08. 2010	  89fd0b 	14050.923594859572
2010-08-27 	 093876  1.8112e+04
2010-08-27       6c89b8    1.7219e+04
08/27/2010   	553f5c   	1.2081e+03
27.08.2010  :   3d9463    1.6900e+04
27. 08. 2010   	2c597a   1.3196e+04
27.08.2010   714b50	  	6.4859e+01
2010-08-27    	7e81d8	  19135.44630424442
2010-08-28 : 80583b 	 1.6456e+04
2010-08-28 :  71a83b  532.5581675210587
28.08.2010  	 3590d3 6.2009e+02
2010-08-28	   :  0f4c9d    1.9951e+04
28.08.2010  :   50ed34   1.5406e+04
2010-08-28		   81a09a	  	7.9383e+02
28. 08. 2010    	92b3fd   1.4368e+04
08/28/2010	   5c36b2  1.8385e+04
2010-08-29     1613f7 6.1033e+02
2010-08-29   90a047 14752.905312581195
2010-08-29     4b8b39  1.9338e+04
2010-08-29       3467ca	  1.1751e+04
2010-08-29    2c39f3 1.6286e+04
29.08.2010	   086fba   7.1714e+02
29. 08. 2010	 073d36 		 10610.334698539005
2010-08-29  	  89fe42   1.8167e+04
2010-08-29 	 5947dd   1.1735e+04
29. 08. 2010    60b384	 	 1.8107e+04
29. 08. 2010  	 50eb29 1.9614e+04
2010-08-29     	 935ebb  	 1.2405e+03
2010-08-29 		    3967bd    1.5681e+03
08/29/2010	 27e564    1.7939e+04
2010-08-29   657a10  	1.4261e+04
2010-08-29	    2c36e6  		1.2572e+04
2010-08-29  	    214123	6.0483e+02
2010-08-30   	 		6882e3  1.9024e+04
08/30/2010 	 		 0c90e7 	  1.7803e+04
2010-08-30    1346ef   	17765.25229513284
2010-08-30  	  5203f5  6.9373e+02
2010-08-30 	  124a12  9.0497e+02
2010-08-30      6f7a07    7.7478e+02
30. 08. 2010	  4d03fb 3.7432e+02
2010-08-30       1e2fb1 18865.502359692648
2010-08-30     738d60	   1.1525e+04
08/30/2010  	  972d02    1.3158e+03
2010-08-30     662ca2 5.2567e+02
2010-08-30 	   56c727	  8.1164e+02
2010-08-30 	  7fdeed 1.7407e+04
08/30/2010 	   0dfd3a	 1.0990e+03
2010-08-30   	 	33320f 	  1.4350e+04
2010-08-30  	  018a4c    2.9310e+02
2010-08-31     780fdd 1.3912e+04
2010-08-31 	    7ce1bf	  	1.0792e+04
2010-08-31     5481fd 		 965.0875676138826
31. 08. 2010   794d74  1.6697e+04
2010-08-31	  	   2c99fe  1560.750141237292
2010-08-31	  2ebd8b  5.5228e+02
08/31/2010    7f6ec4 	1.7442e+04
31. 08. 2010 	  93101d 	  1.1058e+04
2010-08-31   	 3dc31c 742.002017416565
2010-08-31     63fa9c	  632.1663786169752
31.08.2010    0cdcb2  1.0318e+04
31.08.2010   719bfa    100.25436939287763
31. 08. 2010    0a4e0b  1.3903e+03
08/31/2010	 	 		  5667ce    1.1919e+02
08/31/2010   	   7b23aa 1.5025e+04
2010-08-31 	   69f8e5  5.5346e+01
2010-08-31   :    31ad88 	1.4586e+02
31.08.2010    0bd986    1.5539e+04
31. 08. 2010   633658  995.3150880772365
2010-09-01  	    18ba0e    497.99400161999466
2010-09-01	 	 0bfdd9 1.4868e+03
09/01/2010  	 816335	  1.4953e+04
2010-09-01    48e86e    2.9870e+02
01. 09. 2010 	   7f1f85    7.5935e+02
01. 09. 2010   	8c8af2  5.3559e+02
09/01/2010       954fd9	  1.1923e+03
2010-09-01      	77b1f0		 18149.160999995936
01.09.2010  	  4e02b9  	19054.22949762199
01. 09. 2010		 	   46782f	4.8781e+02
2010-09-02  	 5bc0d4 	 1.5796e+04
09/02/2010	   	  558c8f 	 1.9861e+04
02.09.2010     925de9   10734.228151218627
2010-09-02 			  6562a6	 	2.9474e+02
2010-09-02  		 	208ffd	 	4.2258e+02
2010-09-02  	    19e272   5.2652e+02
09/02/2010    5e6e2f	6.8552e+02
2010-09-02   	    50d5fe  1.2075e+03
02.09.2010   	  	 636584   	1.6426e+04
2010-09-02      00d646	15575.103289940767
2010-09-02       23b6ba 599.8484475973448
2010-09-02		  828a83   1741.787344965395
2010-09-02		 043b96  1.2106e+04
2010-09-02   	250732 	  7.3131e+02
03.09.2010	   	5bb732  775.9934786807092
2010-09-03	  	 	 5ff7e1 1.0148e+04
2010-09-03  	   0be3c2  1.0804e+03
03. 09. 2010    809984   7.2850e+02
03.09.2010	 	07705f  17512.271526845958
03. 09. 2010   	   2ed262	 	 1.5439e+03
2010-09-03     50bde7  1.4436e+03
03. 09. 2010    	56721c   1.1529e+03
2010-09-03    	66a569   3.2230e+02
09/03/2010	      3d23df 536.7345049177911
2010-09-03   		86c4f6	 1.7820e+04
2010-09-03  2bb81f	1.5917e+04
03. 09. 2010		92bbf9   1.3452e+04
2010-09-03  	3ed3e3	 1.2808e+03
2010-09-04	  540038 	 1.1172e+03
2010-09-04    	86165b	 14631.131818409014
2010-09-04   	   7cd74b  1610.7082553767748
2010-09-04	   	 4224d9    1.4324e+04
09/04/2010	     8fa5b7	1.9871e+04
2010-09-04	   	  69ae23    1.1569e+03
09/04/2010  64f33d 1.0926e+04
2010-09-05      987a6f	 1.0437e+03
05.09.2010    	01c7a6	 	 8.2820e+02
2010-09-05   24a1b2 	4.2980e+02
2010-09-05     	2fba90   11703.73705589775
2010-09-05	    970190    1.2796e+04
2010-09-05   	30f3b7	1.8270e+04
05.09.2010      5d22dc 	1.3304e+04
05. 09. 2010 				 40b34c   4.1146e+02
2010-09-05 	     38300b  1.0154e+02
05. 09. 2010    7f66e3 1.6448e+04
05.09.2010      4e4437	11622.557431968395
09/05/2010    :  724330 	1.8354e+04
05.09.2010 	 : 4b7732 		715.2747178783534
05. 09. 2010      286562 	  1.0652e+03
09/05/2010        6f0103 5.4602e+01
05. 09. 2010  05b8cf 	4.7179e+02
09/05/2010	   97a4dc 1.4820e+02
2010-09-05 	   8b6f0f	 18439.761319217294
2010-09-05	 	 39bea1   	1.3310e+04
2010-09-05	 	  	 422be6  14335.92993870966
05. 09. 2010    :	 		8cd437  	1.0201e+04
2010-09-05     	69881f	228.13319652674352
2010-09-05	 100990  1.6295e+03
2010-09-06 	639b62 		 1.8579e+04
2010-09-06      28a1a7    1.7432e+04
2010-09-06 		   50863c  246.6037760196312
06.09.2010  	  03e559		 1.6276e+04
09/06/2010  	   	66ee32	  9.4159e+02
2010-09-06  :	   4a6613	1.0665e+04
2010-09-06    768fa5 	 1.9632e+04
09/06/2010      6d034e		3.1510e+02
2010-09-06 	  59571c 1.3651e+04
07. 09. 2010	       190099  1.0922e+04
09/07/2010      19ff1e  	7.2428e+02
07. 09. 2010   : 	6df2de 1.0178e+04
2010-09-07   	 320cc6 1.0403e+03
2010-09-07	   16c04a 6.8717e+02
2010-09-07       441311	   6.4933e+02
2010-09-07     7e1ddf 8.0274e+02
2010-09-07 	  6e693c 	  4.1430e+02
09/07/2010   	   9257b5	 1.1876e+03
07.09.2010   22fc0f    1.5008e+04
2010-09-08      738c74    3.4000e+02
09/08/2010   6aebdb  3.4877e+02
09/08/2010  	93a52a   1.6287e+04
09/08/2010 	 	31890f  3.3814e+02
2010-09-08   114d18  1.6034e+04
08. 09. 2010 	    897ff3  3.3013e+02
09/08/2010 		 	 3c4771	  	1.1391e+04
2010-09-08		    	96362c 5.9584e+02
09/08/2010	   0c1879	  	15525.987230436169
08.09.2010     34bf41 8.7403e+02
08.09.2010   	 7283fe   6.0999e+02
2010-09-08	  71a904   1.7090e+02
09/09/2010   0ae325  	1.2425e+04
2010-09-09   	 370d84    1.9074e+04
09. 09. 2010   	 616af6   13623.670048551694
09. 09. 2010    49cc0f	  882.0543757023353
09.09.2010  	 7514f6   1.5909e+04
09/09/2010    	8a6b16 412.1347986597684
09.09.2010   3366bb 1.7003e+04
2010-09-09       52b306	  1.6285e+04
09/09/2010     	2a6c32 10537.186870100486
09/09/2010   :   74d661    14110.566896842074
2010-09-09       64d03b   1.1067e+04
2010-09-09    42d935 	608.3062480871174
2010-09-09	   	 2cdfc6	5.3596e+02
2010-09-09	  	:  0d1a4a	   13951.59041770239
09/09/2010	 	   747e10 7.2685e+02
10.09.2010	 23b0ed  2.9856e+02
2010-09-10    4b776c 1.9365e+04
10. 09. 2010	    0efc7b  16328.123142657689
10.09.2010  	 67291b  	1.8914e+04
2010-09-10	 	:    8ba071 	 	1.7120e+04
2010-09-10     981ca2  1723.8007191898828
10.09.2010       67d930 1.2513e+04
10.09.2010     52240e  1.1430e+04
2010-09-10      665f85 961.1398720672671
09/11/2010	  	 2ed3f2	1.4905e+04
2010-09-11  		 849d23 	 4.8167e+02
11. 09. 2010	 :	06d6f0	 	 8.7967e+02
2010-09-11     50fe20 1.2670e+03
2010-09-11   	   38d179 8.8148e+02
09/11/2010      		0be60c 8.8155e+02
2010-09-11 	  97855b 1.3836e+04
11. 09. 2010	   0017ac   1.3991e+03
2010-09-11 	 4de8d4    3.6697e+02
2010-09-11	 :  12b49d 1.9854e+04
09/11/2010    665a2b 	2.3429e+01
2010-09-11	 	1a9300  9.0506e+02
2010-09-11   	 1ce53d  	 12512.401660976582
2010-09-11   18675c 	8.8610e+02
12.09.2010   	   3189f4  1.5330e+04
2010-09-12  	 	   141eb9  1.0453e+04
09/12/2010       39ccdd 1.5651e+04
09/12/2010	  	  676ff3 1.7959e+04
09/12/2010  	 84a08f 13994.240497988298
12. 09. 2010  	 	0b20d2  1.3687e+04
2010-09-12	     04a668	  15073.591950526104
09/12/2010 	  2b4c82	1.0776e+04
2010-09-12      91f3f9  	1.0608e+03
12.09.2010	 	   7f8fe3   	2.1296e+02
12. 09. 2010	  	 289cbf	1.5821e+04
2010-09-12  	4279c6    9.4913e+02
09/12/2010     7295ab   8.1108e+02
2010-09-12      853f70    1.2356e+03
09/12/2010       3edb66 5.1246e+02
09/12/2010 	  	   2725b2		 5.5589e+01
09/13/2010 	  :  299ef4  	8.4845e+02
13. 09. 2010	   42dd43	 1.3959e+04
2010-09-13 	  61a3a0 1.5584e+04
2010-09-13   14f2f8	 1.2432e+04
2010-09-13	       0a01e4		 1418.741436782626
2010-09-13 	    	7c7020 	9.8631e+02
09/13/2010	   	 34b7d4  1.7384e+04
2010-09-13  			 64cad8   1602.719889721172
09/13/2010  	   316f74  335.0970702530424
2010-09-13   	7fb3a5 1.7159e+04
2010-09-14 	   354885		5.6247e+02
2010-09-14  	32504f 6.9043e+02
14.09.2010      509ec0 8.9192e+02
2010-09-14    		6c873d    1.0768e+04
14.09.2010    4dd5c1 1.9636e+04
09/14/2010      88d260   607.6660473165307
14.09.2010    	 16eb0e    1.9867e+04
2010-09-14  :    50f32a  1.5730e+04
14. 09. 2010 :    8fcdd2 8.2730e+02
09/14/2010    97afa9  	 1.2978e+03
09/14/2010	   66a5ee  	1.5873e+04
09/14/2010    	1a1ebe   	139.74028071221477
14.09.2010   		7a6d80  	7.1370e+02
14.09.2010   	 28f42a 1.0801e+03
2010-09-15    	 2dde78   1586.5076764965988
2010-09-15 	  751b0e	1.8007e+04
2010-09-15 : 55d281	 2.6723e+02
15.09.2010    980dd1  17387.234424281356
09/15/2010   766644   1.1038e+04
2010-09-15		  	 6dde89 	 1.9278e+04
09/15/2010   		 05180d	1.7036e+04
15. 09. 2010      8efa73  	1.2883e+03
2010-09-15   93e301  1.2707e+04
2010-09-15  7cb111  	1.4658e+04
2010-09-15     	1e7b95	  1.2075e+04
16. 09. 2010       580575	 	 5.3521e+02
16. 09. 2010      		48c93d    2.0581e+02
2010-09-16	   		  3afdd3   1.5305e+04
16. 09. 2010	    51f749    1.0775e+02
2010-09-16	   :	  2bd61f 1.2513e+03
2010-09-16    7a9827  772.4981381727108
2010-09-16  : 	208aaf   384.23261605791214
2010-09-16  	     1f2c49  	 2.4165e+02
2010-09-16  	 600731  	1.1759e+03
2010-09-17   1c7efc		9.7112e+02
2010-09-17	       623b78 1.0161e+04
17.09.2010	  	 		615b73 6.1448e+02
09/17/2010 	:  	6c7916  5.2878e+02
17.09.2010 		  	6526ba   2.3226e+02
2010-09-17  		8ada0f   1.8297e+02
09/17/2010      32aaeb 66.17876192960216
17.09.2010    		5dc9e9 	 1.3876e+04
2010-09-17	      79f244 	15372.641458234313
2010-09-17   6717b0    18083.61306445807
2010-09-17	:  152234	18451.706915285886
2010-09-18   	 3fac4b 13017.809613376206
18. 09. 2010   	   0b3a98			 1.4134e+04
09/18/2010	 4e74d0	   1.9600e+04
2010-09-18     85a28e 1.5334e+04
2010-09-18   	361218	1.8528e+02
2010-09-18  			6b0b0b	 5.4822e+02
09/18/2010   		71ca91 7.3499e+02
09/18/2010  6af004   1.8951e+04
